ΕΛΛΗΝΙΚΗ ΟΝΟΜΑΤΟΛΟΓΙΑ ΚΑΙ ΚΩΔΙΚΟΠΟΙΗΣΗ ΤΩΝ ΙΑΤΡΙΚΩΝ ΠΡΑΞΕΩΝ;;;;;;;
Α/α;ΚΩΔΙΚΟΣ;ΤΕΛΙΚΕΣ ΟΝΟΜΑΣΙΕΣ ΙΑΤΡΙΚΩΝ ΠΡΑΞΕΩΝ;;;;;
2666;X636553;ΔΙΟΡΘΩΣΗ, ΒΛΑΙΣΟΣ ΜΕΓΑΛΟΣ ΔΑΚΤΥΛΟΣ, ΕΠΕΜΒΑΣΗ ΤΥΠΟΥ LAPIDUS;;;;;
2667;X636555;ΔΙΟΡΘΩΣΗ, ΒΛΑΙΣΟΣ ΜΕΓΑΛΟΣ ΔΑΚΤΥΛΟΣ ΔΙΑ  ΟΣΤΕΟΤΟΜΙΑΣ ΦΑΛΑΓΓΑΣ;;;;;
2668;X636557;ΔΙΟΡΘΩΣΗ, ΒΛΑΙΣΟΣ ΜΕΓΑΛΟΣ ΔΑΚΤΥΛΟΣ ΔΙΑ  ΔΙΠΛΗΣ ΟΣΤΕΟΤΟΜΙΑΣ ;;;;;
2669;X636559;ΟΣΤΕΟΤΟΜΙΑ, ΠΤΕΡΝΑ (ΠΧ. ΔΙΑΔΙΚΑΣΙΑ ΤΥΠΟΥ DWYER Ή CHAMBERS), ΜΕ Ή ΧΩΡΙΣ ΕΣΩΤΕΡΙΚΗ ΟΣΤΕΟΣΥΝΘΕΣΗ;;;;;
2670;X636563;ΟΣΤΕΟΤΟΜΙΑ, ΑΣΤΡΑΓΑΛΟΣ;;;;;
2671;X636567;ΟΣΤΕΟΤΟΜΙΑ, ΤΑΡΣΑΙΑ ΟΣΤΑ, ΕΚΤΟΣ ΠΤΕΡΝΑΣ Η ΑΣΤΡΑΓΑΛΟΥ;;;;;
2672;X636569;ΟΣΤΕΟΤΟΜΙΑ, ΤΑΡΣΑΙΑ ΟΣΤΑ, ΕΚΤΟΣ ΠΤΕΡΝΑΣ Η ΑΣΤΡΑΓΑΛΟΥ, ΜΕ ΑΥΤΟΜΟΣΧΕΥΜΑ (ΠΕΡΙΛΑΜΒΑΝΕΙ ΛΗΨΗ ΜΟΣΧΕΥΜΑΤΟΣ) (ΠΧ. ΤΥΠΟΣ FOWLER);;;;;
2673;X636571;ΟΣΤΕΟΤΟΜΙΑ, ΜΕ Ή ΧΩΡΙΣ ΕΠΙΜΗΚΥΝΣΗ, ΒΡΑΧΥΝΣΗ Ή ΓΩΝΙΩΔΗ ΔΙΟΡΘΩΣΗ, ΜΕΤΑΤΑΡΣΙΟ, ΠΡΩΤΟ ΜΕΤΑΡΣΙΟ;;;;;
2674;X636573;ΟΣΤΕΟΤΟΜΙΑ, ΜΕ Ή ΧΩΡΙΣ ΕΠΙΜΗΚΥΝΣΗ, ΒΡΑΧΥΝΣΗ Ή ΓΩΝΙΩΔΗ ΔΙΟΡΘΩΣΗ, ΜΕΤΑΤΑΡΣΙΟ, ΠΡΩΤΟ ΜΕΤΑΡΣΙΟ ΜΕ ΑΥΤΟΜΟΣΧΕΥΜΑ (ΔΙΑΦΟΡΕΤΙΚΟ  ΤΟΥ ΠΡΩΤΟΥ ΔΑΚΤΥΛΟΥ ΑΚΡΟΥ ΠΟΔΟΣ);;;;;
2675;X636575;ΟΣΤΕΟΤΟΜΙΑ, ΜΕ Ή ΧΩΡΙΣ ΕΠΙΜΗΚΥΝΣΗ, ΒΡΑΧΥΝΣΗ Ή ΓΩΝΙΩΔΗ ΔΙΟΡΘΩΣΗ, ΜΕΤΑΤΑΡΣΙΟ, ΕΚΤΟΣ ΤΟΥ ΠΡΩΤΟΥ ΜΕΤΑΡΣΙΟΥ, ΚΑΘΕ ΟΣΤΕΟΤΟΜΙΑ;;;;;
2676;X636577;ΟΣΤΕΟΤΟΜΙΑ, ΜΕ Ή ΧΩΡΙΣ ΕΠΙΜΗΚΥΝΣΗ, ΒΡΑΧΥΝΣΗ Ή ΓΩΝΙΩΔΗ ΔΙΟΡΘΩΣΗ, ΜΕΤΑΤΑΡΣΙΟ, ΠΟΛΛΑΠΛΗ (ΠΧ. ΕΠΕΜΒΑΣΗ ΚΟΙΛΟΠΟΔΙΑΣ ΤΥΠΟΥ SWANSON);;;;;
2677;X636579;ΟΣΤΕΟΤΟΜΙΑ, ΒΡΑΧΥΝΣΗ, ΓΩΝΙΩΔΗΣ Ή ΠΕΡΙΣΤΡΟΦΙΚΗ ΔΙΟΡΘΩΣΗ, ΕΓΓΥΣ ΦΑΛΑΓΓΑ, ΠΡΩΤΟΣ ΔΑΚΤΥΛΟΣ ΑΚΡΟΥ ΠΟΔΟΣ (ΞΕΧΩΡΙΣΤΗ ΔΙΑΔΙΚΑΣΙΑ);;;;;
2678;X636583;ΟΣΤΕΟΤΟΜΙΑ, ΒΡΑΧΥΝΣΗ, ΓΩΝΙΩΔΗΣ Ή ΠΕΡΙΣΤΡΟΦΙΚΗ ΔΙΟΡΘΩΣΗ, ΑΛΛΕΣ ΦΑΛΑΓΓΕΣ, ΚΑΘΕ ΔΑΚΤΥΛΟΣ ΚΑΤΩ ΑΚΡΟΥ;;;;;
2679;X636585;ΑΝΑΚΑΤΑΣΚΕΥΗ, ΓΩΝΙΩΔΗΣ ΔΥΣΜΟΡΦΙΑ ΔΑΚΤΥΛΟΥ ΚΑΤΩ ΑΚΡΟΥ, ΜΟΝΟ ΕΠΕΜΒΑΣΕΙΣ ΕΠΙ ΜΑΛΑΚΟΥ ΙΣΤΟΥ (ΠΧ. ΥΠΕΡΕΠΙΒΙΒΑΣΗ ΔΕΥΤΕΡΟΥ ΔΑΚΤΥΛΟΥ, ΠΕΜΠΤΟΥ ΔΑΚΤΥΛΟΥ, ΔΑΚΤΥΛΟΙ ΜΕ ΔΥΣΜΟΡΦΙΕΣ ΣΤΡΟΦΗΣ ) ΚΑΤΩ ΑΚΡΟ;;;;;
2680;X636589;ΣΗΣΑΜΟΕΙΔΕΚΤΟΜΗ, ΠΡΩΤΟΣ ΔΑΚΤΥΛΟΣ (ΞΕΧΩΡΙΣΤΗ ΕΠΕΜΒΑΣΗ);;;;;
2681;X636599;ΔΙΟΡΘΩΣΗ, ΑΝΩΜΑΛΗΣ ΠΩΡΩΣΗΣ Ή ΨΕΥΔΑΡΘΡΩΣΗΣ, ΟΣΤΑ ΤΑΡΣΟΥ;;;;;
2682;X636603;ΔΙΟΡΘΩΣΗ, ΑΝΩΜΑΛΗΣ ΠΩΡΩΣΗΣ Ή ΨΕΥΔΑΡΘΡΩΣΗΣ, ΜΕΤΑΤΑΡΣΙΟ, ΜΕ Ή ΧΩΡΙΣ ΟΣΤΙΚΟ ΜΟΣΧΕΥΜΑ (ΠΕΡΙΛΑΜΒΑΝΕΙ ΤΗ ΛΗΨΗ ΜΟΣΧΕΥΜΑΤΟΣ);;;;;
2683;X636639;ΑΠΟΚΑΤΑΣΤΑΣΗ, ΔΑΚΤΥΛΟΣ ΚΑΤΩ ΑΚΡΟΥ, ΜΑΚΡΟΔΑΚΤΥΛΙΑ, ΑΦΑΙΡΕΣΗ ΜΑΛΑΚΟΥ ΙΣΤΟΥ;;;;;
2684;X636641;ΑΠΟΚΑΤΑΣΤΑΣΗ, ΔΑΚΤΥΛΟΣ ΚΑΤΩ ΑΚΡΟΥ, ΜΑΚΡΟΔΑΚΤΥΛΙΑ, ΑΠΑΙΤΟΥΣΑ ΑΦΑΙΡΕΣΗ ΟΣΤΟΥ;;;;;
2685;X636647;ΑΠΟΚΑΤΑΣΤΑΣΗ, ΔΑΚΤΥΛΟΣ(ΟΙ) ΚΑΤΩ ΑΚΡΟΥ, ΠΟΛΥΔΑΚΤΥΛΙΑ;;;;;
2686;X636649;ΑΠΟΚΑΤΑΣΤΑΣΗ ΔΑΚΤΥΛΟΣ(ΟΙ) ΚΑΤΩ ΑΚΡΟΥ, ΣΥΝΔΑΚΤΥΛΙΑ, ΜΕ Η ΧΩΡΙΣ ΜΟΣΧΕΥΜΑ(ΤΑ) ΔΕΡΜΑΤΟΣ, ΚΑΘΕ ΣΥΝΔΕΣΗ;;;;;
2687;X636679;ΑΠΟΚΑΤΑΣΤΑΣΗ, ΜΕΡΙΚΗ ΑΔΑΚΤΥΛΙΑ ΚΑΤΩ ΑΚΡΟΥ (CLEFT FOOT);;;;;
2688;X636759;ΚΛΕΙΣΤΗ ΑΝΑΤΑΞΗ ΚΑΤΑΓΜΑΤΟΣ ΠΤΕΡΝΑΣ , ΧΩΡΙΣ ΧΕΙΡΙΣΜΟ;;;;;
2689;X636769;ΑΝΕΝΕΡΓΟΣ;;;;;
2690;X636771;ΔΙΑΔΕΡΜΙΚΗ ΣΚΕΛΕΤΙΚΗ ΚΑΘΗΛΩΣΗ ΚΑΤΑΓΜΑΤΟΣ ΠΤΕΡΝΑΣ, ΜΕ ΧΕΙΡΙΣΜΟ;;;;;
2691;X636789;ΑΝΟΙΧΤΗ ΑΝΑΤΑΞΗ ΚΑΙ ΕΣΩΤΕΡΙΚΗ ΟΣΤΕΟΣΥΘΕΣΗ ΚΑΤΑΓΜΑΤΟΣ ΠΤΕΡΝΑΣ, ;;;;;
2692;X636799;ΑΝΟΙΧΤΗ ΑΝΑΤΑΞΗ ΚΑΙ ΕΣΩΤΕΡΙΚΗ ΟΣΤΕΟΣΥΘΕΣΗ ΚΑΤΑΓΜΑΤΟΣ ΠΤΕΡΝΑΣ ΚΑΙ ΤΟΠΟΘΕΤΗΣΗ ΟΣΤΙΚΟΥ ΜΟΣΧΕΥΜΑΤΟΣ ;;;;;
2693;X636819;ΚΛΕΙΣΤΗ ΑΝΑΤΑΞΗ ΚΑΤΑΓΜΑΤΟΣ ΑΣΤΡΑΓΑΛΟΥ;;;;;
2694;X636829;ΑΝΕΝΕΡΓΟΣ;;;;;
2695;X636831;ΑΝΕΝΕΡΓΟΣ;;;;;
2696;X636849;ΑΝΟΙΧΤΗ ΑΝΑΤΑΞΗ ΚΑΙ ΕΣΩΤΕΡΙΚΗ ΟΣΤΕΟΣΥΘΕΣΗ ΚΑΤΑΓΜΑΤΟΣ ΑΣΤΡΑΓΑΛΟΥ;;;;;
2697;X636851;ΑΝΟΙΧΤΟ ΟΣΤΕΟΧΟΝΔΡΙΚΟ ΑΥΤΟΜΟΣΧΕΥΜΑ, ΑΣΤΡΑΓΑΛΟΣ  (ΠΕΡΙΛΑΜΒΑΝΕΙ ΛΗΨΗ ΜΟΣΧΕΥΜΑΤΟΣ[ΩΝ]);;;;;
2698;X636859;ΚΛΕΙΣΤΗ ΑΝΑΤΑΞΗ ΚΑΤΑΓΜΑΤΟΣ ΤΑΡΣΟΥ;;;;;
2699;X636869;ΑΝΕΝΕΡΓΟΣ;;;;;
2700;X636871;ΚΛΕΙΣΤΗ ΑΝΑΤΑΞΗ ΚΑΤΑΓΜΑΤΟΣ ΤΑΡΣΟΥ, ΚΑΘΗΛΩΣΗ ΜΕ ΒΕΛΟΝΕΣ;;;;;
2701;X636889;ΑΝΟΙΧΤΗ ΑΝΑΤΑΞΗ ΚΑΙ ΕΣΩΤΕΡΙΚΗ ΟΣΤΕΟΣΥΘΕΣΗ ΚΑΤΑΓΜΑΤΟΣ ΤΑΡΣΟΥ;;;;;
2702;X636899;ΚΛΕΙΣΤΗ ΑΝΑΤΑΞΗ   ΚΑΤΑΓΜΑΤΟΣ ΜΕΤΑΤΑΡΣΙΟΥ, ΚΑΘΕ ΚΑΤΑΓΜΑ;;;;;
2703;X636909;ΑΝΕΝΕΡΓΟΣ;;;;;
2704;X636911;ΚΛΕΙΣΤΗ ΑΝΑΤΑΞΗ   ΚΑΤΑΓΜΑΤΟΣ ΜΕΤΑΤΑΡΣΙΟΥ, ΚΑΘΗΛΩΣΗ ΜΕ ΒΕΛΌΝΕΣ, ΚΑΘΕ ΚΑΤΑΓΜΑ;;;;;
2705;X636929;ΑΝΟΙΧΤΗ ΑΝΑΤΑΞΗ ΚΑΙ ΕΣΩΤΕΡΙΚΗ ΟΣΤΕΟΣΥΘΕΣΗ ΚΑΤΑΓΜΑΤΟΣ ΜΕΤΑΤΑΡΣΙΟΥ;;;;;
2706;X636939;ΚΛΕΙΣΤΗ ΑΝΑΤΑΞΗ ΚΑΤΑΓΜΑΤΟΣ ΤΟΥ ΜΕΓΑΛΟΥ ΔΑΚΤΥΛΟΥ ΚΑΤΩ ΑΚΡΟΥ, ΦΑΛΑΓΓΑ Ή ΦΑΛΑΓΓΕΣ,;;;;;
2707;X636949;ΑΝΕΝΕΡΓΟΣ;;;;;
2708;X636951;ΚΛΕΙΣΤΗ ΑΝΑΤΑΞΗ ΚΑΤΑΓΜΑΤΟΣ ΤΟΥ ΜΕΓΑΛΟΥ ΔΑΚΤΥΛΟΥ ΚΑΤΩ ΑΚΡΟΥ, ΦΑΛΑΓΓΑ Ή ΦΑΛΑΓΓΕΣ, ΣΤΑΘΕΡΟΠΟΙΗΣΗ ΜΕ ΒΕΛΟΝΕΣ;;;;;
2709;X636969;ΑΝΟΙΚΤΗ ΑΝΑΤΑΞΗ ΚΑΤΑΓΜΑΤΟΣ ΤΟΥ ΜΕΓΑΛΟΥ ΔΑΚΤΥΛΟΥ ΚΑΤΩ ΑΚΡΟΥ, ΦΑΛΑΓΓΑ Ή ΦΑΛΑΓΓΕΣ, ΣΤΑΘΕΡΟΠΟΙΗΣΗ ΜΕ ΒΕΛΟΝΕΣ;;;;;
2710;X636979;ΚΛΕΙΣΤΗ ΑΝΑΤΑΞΗ ΚΑΤΑΓΜΑΤΟΣ , ΦΑΛΑΓΓΑ Ή ΦΑΛΑΓΓΕΣ, ΕΚΤΟΣ ΜΕΓΑΛΟΥ ΔΑΚΤΥΛΟΥ,  ΚΑΘΕ ΚΑΤΑΓΜΑ, ;;;;;
2711;X636989;ΑΝΕΝΕΡΓΟΣ;;;;;
2712;X637009;ΑΝΟΙΚΤΗ ΑΝΑΤΑΞΗ ΚΑΤΑΓΜΑΤΟΣ, ΦΑΛΑΓΓΑ Ή ΦΑΛΑΓΓΕΣ, ΕΚΤΟΣ ΜΕΓΑΛΟΥ ΔΑΚΤΥΛΟΥ, ΣΤΑΘΕΡΟΠΟΙΗΣΗ ΜΕ ΒΕΛΟΝΕΣ;;;;;
2713;X637019;ΑΝΕΝΕΡΓΟΣ;;;;;
2714;X637021;ΑΝΟΙΧΤΗ ΑΝΑΤΑΞΗ ΚΑΙ ΕΣΩΤΕΡΙΚΗ ΟΣΤΕΟΣΥΘΕΣΗ ΚΑΤΑΓΜΑΤΟΣ ΣΗΣΑΜΟΕΙΔΟΥΣ;;;;;
2715;X637039;ΚΛΕΙΣΤΗ ΑΝΑΤΑΞΗ ΕΞΑΡΘΡΗΜΑΤΟΣ ΤΟΥ ΤΑΡΣΟΥ, ΕΚΤΟΣ ΤΗΣ ΧΟΠΑΡΤΕΙΟΥ;;;;;
2716;X637049;ΑΝΕΝΕΡΓΟΣ;;;;;
2717;X637051;ΚΛΕΙΣΤΗ ΑΝΑΤΑΞΗ ΕΞΑΡΘΡΗΜΑΤΟΣ ΤΟΥ ΤΑΡΣΟΥ, ΕΚΤΟΣ ΤΗΣ ΧΟΠΑΡΤΕΙΟΥ, ΚΑΙ ΣΤΑΘΕΡΟΠΟΙΗΣΗ ΜΕ ΒΕΛΟΝΕΣ ;;;;;
2718;X637069;ΑΝΟΙΚΤΗ ΑΝΑΤΑΞΗ ΕΞΑΡΘΡΗΜΑΤΟΣ ΤΟΥ ΤΑΡΣΟΥ, ΕΚΤΟΣ ΤΗΣ ΧΟΠΑΡΤΕΙΟΥ, ΚΑΙ ΣΤΑΘΕΡΟΠΟΙΗΣΗ ;;;;;
2719;X637099;ΚΛΕΙΣΤΗ ΑΝΑΤΑΞΗ ΕΞΑΡΘΡΗΜΑΤΟΣ ΤΗΣ ΧΟΠΑΡΤΕΙΟΥ;;;;;
2720;X637109;ΑΝΕΝΕΡΓΟΣ;;;;;
2721;X637111;ΚΛΕΙΣΤΗ ΑΝΑΤΑΞΗ   ΕΞΑΡΘΡΗΜΑΤΟΣ ΤΗΣ ΧΟΠΑΡΤΕΙΟΥ ΚΑΙ ΣΤΑΘΕΡΟΠΟΙΗΣΗ ΜΕ ΒΕΛΟΝΕΣ ;;;;;
2722;X637129;ΑΝΟΙΚΤΗ ΑΝΑΤΑΞΗ ΕΞΑΡΘΡΗΜΑΤΟΣ  ΤΗΣ ΧΟΠΑΡΤΕΙΟΥ ΚΑΙ ΣΤΑΘΕΡΟΠΟΙΗΣΗ ;;;;;
2723;X637159;ΚΛΕΙΣΤΗ ΑΝΑΤΑΞΗ ΤΑΡΣΟΜΕΤΑΤΑΡΣΙΟΥ ΕΞΑΡΘΡΗΜΑΤΟΣ;;;;;
2724;X637169;ΑΝΕΝΕΡΓΟΣ;;;;;
2725;X637171;ΚΛΕΙΣΤΗ ΑΝΑΤΑΞΗ  ΤΑΡΣΟΜΕΤΑΤΕΡΣΙΟΥ ΕΞΑΡΘΡΗΜΑΤΟΣ ΚΑΙ ΣΤΑΘΕΡΟΠΟΙΗΣΗ ΜΕ ΒΕΛΟΝΕΣ ;;;;;
2726;X637189;ΑΝΟΙΚΤΗ ΑΝΑΤΑΞΗ ΤΑΡΣΟΜΕΤΑΤΑΡΣΙΟΥ ΕΞΑΡΘΡΗΜΑΤΟΣ ΚΑΙ ΣΤΑΘΕΡΟΠΟΙΗΣΗ ;;;;;
2727;X637219;ΚΛΕΙΣΤΗ ΑΝΑΤΑΞΗ ΜΕΤΑΤΑΡΣΙΟΦΑΛΑΓΓΙΚΟΥ ΕΞΑΡΘΡΗΜΑΤΟΣ;;;;;
2728;X637229;ΑΝΕΝΕΡΓΟΣ;;;;;
2729;X637231;ΚΛΕΙΣΤΗ ΑΝΑΤΑΞΗ ΜΕΤΑΤΑΡΣΙΟΦΑΛΑΓΓΙΚΟΥ ΕΞΑΡΘΡΗΜΑΤΟΣ ΚΑΙ ΣΤΑΘΕΡΟΠΟΙΗΣΗ ΜΕ ΒΕΛΟΝΕΣ ;;;;;
2730;X637249;ΑΝΟΙΚΤΗ ΑΝΑΤΑΞΗ ΜΕΤΑΤΑΡΣΙΟΦΑΛΑΓΓΙΚΟΥ ΕΞΑΡΘΡΗΜΑΤΟΣ ΚΑΙ ΣΤΑΘΕΡΟΠΟΙΗΣΗ ;;;;;
2731;X637279;ΚΛΕΙΣΤΗ ΑΝΑΤΑΞΗ ΜΕΣΟΦΑΛΑΓΓΙΚΟΥ ΕΞΑΡΘΡΗΜΑΤΟΣ;;;;;
2732;X637289;ΑΝΕΝΕΡΓΟΣ;;;;;
2733;X637291;ΚΛΕΙΣΤΗ ΑΝΑΤΑΞΗ ΜΕΣΟΦΑΛΑΓΓΙΚΟΥ ΕΞΑΡΘΡΗΜΑΤΟΣ ΚΑΙ ΣΤΑΘΕΡΟΠΟΙΗΣΗ ΜΕ ΒΕΛΟΝΕΣ ;;;;;
2734;X637309;ΑΝΟΙΚΤΗ ΑΝΑΤΑΞΗ ΜΕΣΟΦΑΛΑΓΓΙΚΟΥ ΕΞΑΡΘΡΗΜΑΤΟΣ ΚΑΙ ΣΤΑΘΕΡΟΠΟΙΗΣΗ ;;;;;
2735;X637369;ΑΝΕΝΕΡΓΟΣ;;;;;
2736;X637389;ΑΡΘΡΟΔΕΣΗ, ΤΡΙΠΛΗ;;;;;
2737;X637409;ΑΡΘΡΟΔΕΣΗ, ΥΠΑΣΤΡΑΓΑΛΙΚΗ;;;;;
2738;X637419;ΑΡΘΡΟΔΕΣΗ, ΜΕΣΟΤΑΡΣΙΟΥ Ή ΤΑΡΣΟΜΕΤΑΤΑΡΣΙΟΥ, ΠΟΛΛΑΠΛΗ Ή ΕΓΚΑΡΣΙΑ;;;;;
2739;X637429;ΑΡΘΡΟΔΕΣΗ, ΜΕΣΟΤΑΡΣΙΟΥ Ή ΤΑΡΣΟΜΕΤΑΤΑΡΣΙΟΥ, ΠΟΛΛΑΠΛΗ Ή ΕΓΚΑΡΣΙΑ, ΜΕ ΟΣΤΕΟΤΟΜΙΑ (ΠΧ. ΔΙΟΡΘΩΣΗ ΠΛΑΤΥΠΟΔΙΑΣ);;;;;
2740;X637433;ΑΡΘΡΟΔΕΣΗ, ΜΕ ΕΠΙΜΗΚΥΝΣΗ ΤΕΝΟΝΤΑ ΚΑΙ ΜΕΤΑΤΟΠΙΣΗ, ΜΕΣΟΤΑΡΣΙΟΥ, ΤΑΡΣΑΙΟΥ ΣΚΑΦΟΕΙΔΟΥΣ- ΣΦΗΝΟΕΙΔΟΥΣ (ΠΧ. ΕΠΕΜΒΑΣΗ ΤΥΠΟΥ MILLER);;;;;
2741;X637439;ΑΡΘΡΟΔΕΣΗ, ΜΕΣΟΤΑΡΣΙΟΥ Η ΤΑΡΣΟΜΕΤΑΤΑΡΣΙΟΥ, ΜΙΑ ΑΡΘΡΩΣΗ;;;;;
2742;X637459;ΑΡΘΡΟΔΕΣΗ, ΜΕΓΑΛΟΣ ΔΑΚΤΥΛΟΣ, ΜΕΤΑΤΑΡΣΙΟΦΑΛΑΓΓΙΚΗ ΑΡΘΡΩΣΗ;;;;;
2743;X637469;ΑΡΘΡΟΔΕΣΗ, ΜΕΓΑΛΟΣ ΔΑΚΤΥΛΟΣ, ΚΑΤΩ ΑΚΡΟ, ΜΕΣΟΦΑΛΑΓΓΙΚΗ ΑΡΘΡΩΣΗ;;;;;
2744;X637479;ΑΡΘΡΟΔΕΣΗ, ΜΕ ΜΕΤΑΦΟΡΑ ΤΟΥ ΕΠΙΜΗΚΟΥΣ ΕΚΤΕΙΝΩΝΤΟΣ ΤΟΥ ΜΕΓΑΛΟΥ ΔΑΚΤΥΛΟΥ ΣΤΟΝ ΑΥΧΕΝΑ ΤΟΥ ΠΡΩΤΟΥ ΜΕΤΑΤΑΡΣΙΟΥ, ΜΕΓΑΛΟΣ ΔΑΚΤΥΛΟΣ, ΚΑΤΩ ΑΚΡΟ, ΜΕΣΟΦΑΛΑΓΓΙΚΗ ΑΡΘΡΩΣΗ (ΠΧ. ΕΠΕΜΒΑΣΗ ΤΥΠΟΥ JONES);;;;;
2745;X637559;ΑΚΡΩΤΗΡΙΑΣΜΟΣ, ΑΚΡΟΣ ΠΟΥΣ, ΜΕΣΟΤΑΡΣΙΟ (ΠΧ. ΕΠΕΜΒΑΣΗ ΤΥΠΟΥ CHOPART);;;;;
2746;X637569;ΑΚΡΩΤΗΡΙΑΣΜΟΣ, ΑΚΡΟΣ ΠΟΥΣ, ΔΙΑ ΤΟΥ ΜΕΤΑΤΑΡΣΙΟΥ;;;;;
2747;X637579;ΑΚΤΙΝΩΤΟΣ ΑΚΡΩΤΗΡΙΑΣΜΟΣ;;;;;
2748;X637599;ΑΚΡΩΤΗΡΙΑΣΜΟΣ, ΔΑΚΤΥΛΟΣ, ΜΕΤΑΤΑΡΣΟΦΑΛΑΓΓΙΚΗ ΑΡΘΡΩΣΗ;;;;;
2749;X637609;ΑΚΡΩΤΗΡΙΑΣΜΟΣ, ΔΑΚΤΥΛΟΣ, ΚΑΤΩ ΑΚΡΟ, ΜΕΣΟΦΑΛΑΓΓΙΚΗ ΑΡΘΡΩΣΗ;;;;;
2750;X637739;ΕΞΩΣΩΜΑΤΙΚΗ ΘΕΡΑΠΕΙΑ SHOCK WAVE, ΥΨΗΛΗΣ ΕΝΕΡΓΕΙΑΣ, ΠΟΥ ΕΚΤΕΛΕΙΤΑΙ ΑΠΟ ΙΑΤΡΟ,  ΚΑΙ ΑΠΑΙΤΕΙ  ΑΝΑΙΣΘΗΣΙΑ ΑΛΛΗ ΑΠΟ ΤΟΠΙΚΗ, ΠΕΡΙΛΑΜΒΑΝΟΥΣΑ ΥΠΕΡΗΧΟΓΡΑΦΙΚΗ ΚΑΘΟΔΗΓΗΣΗ ΚΑΙ ΑΦΟΡΑ ΤΗΝ ΠΕΛΜΑΤΙΑΙΑ ΠΕΡΙΤΟΝΙΑ;;;;;
2751;X637757;ΜΗ ΚΑΤΑΓΕΓΡΑΜΜΕΝΗ ΕΠΕΜΒΑΣΗ,ΑΚΡΟΣ ΠΟΥΣ Ή ΔΑΚΤΥΛΟΙ;;;;;
2752;X637757.1;ΤΟΠΟΘΕΤΗΣΗ ΒΙΔΑΣ ΣΤΟΝ ΤΑΡΣΙΑΙΟ ΚΟΛΠΟ;;;;;
2753;X637757.2;ΚΛΕΙΣΤΗ ΑΝΑΤΑΞΗ ΠΕΡΙΑΣΤΡΑΓΑΛΙΚΟΥ ΕΞΑΡΘΡΗΜΑΤΟΣ;;;;;
2754;X637757.3;ΚΛΕΙΣΤΗ ΑΝΑΤΑΞΗ ΠΕΡΙΑΣΤΡΑΓΑΛΙΚΟΥ ΕΞΑΡΘΡΗΜΑΤΟΣ ΚΑΙ ΣΤΑΘΕΡΟΠΟΙΗΣΗ ΜΕ ΒΕΛΟΝΕΣ;;;;;
2755;X637757.4;ΑΝΟΙΚΤΗ ΑΝΑΤΑΞΗ ΠΕΡΙΑΣΤΡΑΓΑΛΙΚΟΥ ΕΞΑΡΘΡΗΜΑΤΟΣ ΚΑΙ ΣΤΑΘΕΡΟΠΟΙΗΣΗ;;;;;
Β.9;ΕΦΑΡΜΟΓΕΣ ΓΥΨΟΥ, ΝΑΡΘΗΚΑ Κ.Λ.Π;;;;;;
2756;X637959;ΕΦΑΡΜΟΓΗ ΓΥΨΟΥ ΣΩΜΑΤΟΣ ΤΥΠΟΥ HALO (ΒΛ. 20661-20663 ΓΙΑ ΕΙΣΑΓΩΓΗ);;;;;
2757;X637979;ΕΦΑΡΜΟΓΗ  RISSER JACKET, ΕΝΤΟΠΙΣΤΗΣ, ΣΩΜΑ, ΜΟΝΟ;;;;;
2758;X637989;ΕΦΑΡΜΟΓΗ  RISSER JACKET, ΕΝΤΟΠΙΣΤΗΣ, ΣΩΜΑ, ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΚΕΦΑΛΗΣ;;;;;
2759;X637999;ΕΦΑΡΜΟΓΗ TURNBUCKLE JACKET, ΣΩΜΑ, ΜΟΝΟ;;;;;
2760;X638009;ΕΦΑΡΜΟΓΗ  TURNBUCKLE JACKET, ΣΩΜΑ, ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΚΕΦΑΛΗΣ;;;;;
2761;X638029;ΕΦΑΡΜΟΓΗ  ΓΥΨΟΥ ΣΩΜΑΤΟΣ,ΑΠΟ ΩΜΟΥΣ ΩΣ ΚΑΤ' ΙΣΧΙΟΝ ΑΡΘΡΩΣΕΙΣ;;;;;
2762;X638039;ΕΦΑΡΜΟΓΗ  ΓΥΨΟΥ ΣΩΜΑΤΟΣ, ΑΠΟ ΩΜΟΥΣ ΩΣ ΚΑΤ' ΙΣΧΙΟΝ ΑΡΘΡΩΣΕΙΣ, ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΚΕΦΑΛΗΣ, ΤΥΠΟΣ MINERVA;;;;;
2763;X638047;ΕΦΑΡΜΟΓΗ  ΓΥΨΟΥ ΣΩΜΑΤΟΣ, ΑΠΟ ΩΜΟΥΣ ΩΣ ΚΑΤ' ΙΣΧΙΟΝ ΑΡΘΡΩΣΕΙΣ, ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΟΥ ΕΝΟΣ ΜΗΡΟΥ;;;;;
