Α/α;ΚΩΔΙΚΟΣ;ΤΕΛΙΚΕΣ ΟΝΟΜΑΣΙΕΣ ΙΑΤΡΙΚΩΝ ΠΡΑΞΕΩΝ;;;;;
8291;Β311905.182;FREE ΛΑΜΔΑ;;;;;
8292;Β311905.183;ΑΝΣΤΟΛΕΑΣ ΤΟΥ C1 ;;;;;
8293;Β311905.184;ΠΑΡΑΓΩΝ ΣΥΜΠΛΗΡΩΜΑΤΟΣ C1q;;;;;
8294;Β311905.185;ΠΑΡΑΓΩΝ ΣΥΜΠΛΗΡΩΜΑΤΟΣ C3;;;;;
8295;Β311905.186;ΠΑΡΑΓΩΝ ΣΥΜΠΛΗΡΩΜΑΤΟΣ C4;;;;;
8296;Β311905.187;ΠΑΡΑΓΩΝ ΣΥΜΠΛΗΡΩΜΑΤΟΣ C5;;;;;
8297;Β311905.188;ΠΑΡΑΓΩΝ ΣΥΜΠΛΗΡΩΜΑΤΟΣ B;;;;;
8298;Β311905.189;ΜΕΤΡΗΣΗ IgG, IgA, IgM, ΑΛΒΟΥΜΙΝΗΣ ΕΝΥ;;;;;
8299;Β311905.190;ΜΕΤΡΗΣΗ IgG, ΤΡΑΝΣΦΕΡΙΝΗΣ, β2-ΜΙΚΡΟΣΦΑΙΡΙΝΗΣ, α1-ΜΙΚΡΟΣΦΑΙΡΙΝΗΣ, ΚΑΠΠΑ ΚΑΙ ΛΑΜΔΑ ΕΛΑΦΡΩΝ ΑΛΥΣΙΔΩΝ ΟΥΡΩΝ 24ΩΡΟΥ;;;;;
8300;Β311905.191;ΗΛΕΚΤΡΟΦΟΡΗΣΗ ΑΙΜΟΣΦΑΙΡΙΝΗΣ ΣΕ ΤΑΙΝΙΑ ΑΓΑΡΟΖΗΣ;;;;;
8301;Β311905.192;ΗΛΕΚΤΡΟΦΟΡΗΣΗ ΑΙΜΟΣΦΑΙΡΙΝΗΣ ΜΕ ΙΣΟΗΛΕΚΤΡΙΚΗ ΕΣΤΙΑΣΗ;;;;;
8302;Β311905.193;ΗΛΕΚΤΡΟΦΟΡΗΣΗ ΑΙΜΟΣΦΑΙΡΙΝΗΣ ΚΑΙ ΠΟΣΟΤΙΚΟΣ ΠΡΟΣΔΙΟΡΙΣΜΟΣ ΜΕ ΣΤΗΛΗ ΥΓΡΗΣ ΧΡΩΜΑΤΟΓΡΑΦΙΑΣ ΥΨΗΛΗΣ ΠΙΕΣΕΩΣ (ΠΧ, A2, S, C KAI/H F);;;;;
8303;Β311905.194;ΥΠΟΔΟΧΕΙΣ ΤΡΑΝΣΦΕΡΙΝΗΣ;;;;;
8304;Β311905.195;ΑΝΙΧΝΕΥΣΗ ΓΕΝΕΤΙΚΟΥ ΥΛΙΚΟΥ ΤΩΝ ΙΩΝ HBV, HCV, HIV ΓΙΑ ΤΟΝ ΕΛΕΓΧΟ ΤΩΝ ΑΙΜΟΔΟΤΩΝ (ΝΑΤ);;;;;
8305;Β311905.196;ΑΝΙΧΝΕΥΣΗ HBV-DNA ΓΙΑ ΤΟΝ ΕΛΕΓΧΟ ΤΩΝ ΑΙΜΟΔΟΤΩΝ (ΝΑΤ);;;;;
8306;Β311905.197;ΑΝΙΧΝΕΥΣΗ HCV-RNA ΓΙΑ ΤΟΝ ΕΛΕΓΧΟ ΤΩΝ ΑΙΜΟΔΟΤΩΝ (ΝΑΤ);;;;;
8307;Β311905.198;ΑΝΙΧΝΕΥΣΗ HIV-RNA ΓΙΑ ΤΟΝ ΕΛΕΓΧΟ ΤΩΝ ΑΙΜΟΔΟΤΩΝ (ΝΑΤ);;;;;
8308;Β311905.199;ANTIΓΟΝΟ ΕΠΙΦΑΝΕΙΑΣ ΤΟΥ HBV (ΑΥΣΤΡΑΛΙΑΝΟ ΑΝΤΙΓΟΝΟ);;;;;
8309;Β311905.200;ΑΝΤΙΓΟΝΟ e TOY ΗΒV;;;;;
8310;Β311905.201;ΑΝΤΙΓΟΝΟ TOY ΗΙV;;;;;
8311;Β311905.202;STREP TEST;;;;;
8312;B311907;ΣΥΓΚΟΛΛΗΤΙΝΕΣ, ΕΜΠΥΡΕΤΑ (Π.Χ. ΒΡΟΥΚΕΛΛΩΣΗ,ΤΟΥΛΑΡΑΙΜΙΑ, ΕΝΔΗΜΙΚΟΣ ΤΥΦΟΣ, ΠΥΡΕΤΟΣ Q, ΚΗΛΙΔΩΔΗΣ ΠΥΡΕΤΟΣ ΒΡΑΧΩΔΩΝ ΟΡΕΩΝ, ΕΞΑΝΘΗΜΑΤΙΚΟΣ ΤΥΦΟΣ) ΚΑΘΕ ΑΝΤΙΓΟΝΟ;;;;;
8313;B311909;IGG ΟΡΟΥ ΕΙΔΙΚΕΣ ΕΝΑΝΤΙ ΑΛΛΕΡΓΙΟΓΟΝΩΝ ;;;;;
8314;B311913;IGΕ ΟΡΟΥ ΕΙΔΙΚΕΣ ΕΝΑΝΤΙ ΑΛΛΕΡΓΙΟΓΟΝΩΝ (RAST);;;;;
8315;B311917;ΕΙΔΙΚΗ ΓΙΑ ΑΛΛΕΡΓΙΟΓΟΝΟ IGE, ΠΟΙΟΤΙΚΗ, ΕΛΕΓΧΟΣ ΠΟΛΛΩΝ ΑΛΛΕΡΓΙΟΓΟΝΩΝ (ΣΤΙΚ ΕΜΒΥΘΙΣΗΣ, ΣΠΑΤΟΥΛΑ, Ή ΔΙΣΚΟΣ);;;;;
8316;B311949;ANCA;;;;;
8317;B311951;ΤΑΥΤΟΠΟΙΗΣΗ ΑΝΤΙΑΙΜΟΠΕΤΑΛΙΑΚΩΝ ΑΝΤΙΣΩΜΑΤΩΝ ME ANOΣΟΦΘΟΡΙΣΜΟ;;;;;
8318;B311953;ΤΥΠΟΠΟΙΗΣΗ ΑΝΤΙΓΟΝΩΝ ΤΩΝ ΑΙΜΟΠΕΤΑΛΙΩΝ (HPA) ΜΕ ΜΕΘΟΔΟ ΣΤΕΡΕΑΣ ΦΑΣΗΣ;;;;;
8319;B311983;ΑΝΤΙΠΥΡΗΝΙΚΑ ΑΝΤΙΣΩΜΑΤΑ ;;;;;
8320;B311985;ΑΝΤΙΠΥΡΗΝΙΚΑ ΑΝΤΙΣΩΜΑΤΑ (ΑΝΑ), ΤΙΤΛΟΣ;;;;;
8321;B312027;ΑΝΤΙΣΤΡΕΠΤΟΛΥΣΙΝΗ 0, ΤΙΤΛΟΣ;;;;;
8322;B312033;ΑΝΤΙΣΤΡΕΠΤΟΛΥΣΙΝΗ 0, ΕΛΕΓΧΟΣ ΔΙΑΛΟΓΗΣ (SCREEN);;;;;
Δ.7;ΑΝΟΣΟΛΟΓΙΚΕΣ ΔΙΑΔΙΚΑΣΙΕΣ;;;;;;
8323;B312061;ΔΙΕΡΕΥΝΗΣΗ ΑΣΥΜΒΑΤΟΤΗΤΑΣ ΚΑΤΑ ΤΟΝ ΠΡΟΜΕΤΑΓΓΙΣΙΑΚΟ ΕΛΕΓΧΟ ;;;;;
8324;B312063;ΔΙΕΡΕΥΝΗΣΗ ΑΝΤΙΔΡΑΣΗΣ ΜΕΤΑ ΜΕΤΑΓΓΙΣΗ ΣΥΜΠΕΡΙΛΑΜΒΑΝΟΜΕΝΗΣ ΚΑΙ ΤΗΣ ΥΠΟΨΙΑΣ ΜΟΛΥΣΜΑΤΙΚΗΣ ΝΟΣΟΥ ;;;;;
8325;B312065;ΙΑΤΡΙΚΗ ΕΓΚΡΙΣΗ ΜΕ ΕΓΓΡΑΦΗ ΑΝΑΦΟΡΑ ΓΙΑ ΑΠΟΚΛΙΣΗ ΑΠΟ ΤΙΣ ΤΥΠΙΚΕΣ ΔΙΑΔΙΚΑΣΙΕΣ ΤΗΣ ΑΙΜΟΔΟΣΙΑΣ, ΟΠΩΣ  ΜΕΤΑΓΓΙΣΗ  ΜΗ ΣΥΜΒΑΤΩΝ ΜΟΝΑΔΩΝ RH, ΜΕΤΑΓΓΙΣΗ ΑΣΥΜΒΑΤΟΥ ΑΙΜΑΤΟΣ, ΜΕΤΑΓΓΙΣΗ ΑΔΙΑΣΤΑΥΡΩΤΟΥ ΑΙΜΑΤΟΣ ;;;;;
8326;B312187;ΠΟΣΟΤΙΚΗ ΜΕΤΡΗΣΗ CRP ;;;;;
8327;B312189;C-ΑΝΤΙΔΡΩΣΑ ΠΡΩΤΕΪΝΗ, ΥΨΗΛΗ ΕΥΑΙΣΘΗΣΙΑ (HSCRP);;;;;
8328;B312199;ΑΝΤΙΣΩΜΑΤΑ ΕΝΑΝΤΙ ΤΗΣ Β2-ΓΛΥΚΟΠΡΩΤΕΪΝΗΣ Ι, IGG ΚΑΙ IGM (ANTI-Β2-GPI-IGG, ANTI-Β2-GPI-IGM);;;;;
8329;B312201;ΑΝΤΙΣΩΜΑΤΑ ΕΝΑΝΤΙ ΚΑΡΔΙΟΛΙΠΙΝΗΣ IGG ΚΑΙ IGM (ACA-IGG, ACAI-IGM);;;;;
8330;B312203;ΑΝΤΙΣΩΜΑΤΑ ΕΝΑΝΤΙ ΦΩΣΦΑΤΙΔΥΛΣΕΡΙΝΗΣ IGG, IGM, IGA, (ΑΝΑ ΙΣΟΤΥΠΟ);;;;;
8331;B312217;ΧΗΜΕΙΟΤΑΚΤΙΚΗ ΜΕΤΡΗΣΗ, ΚΑΘΟΡΙΣΤΕ ΜΕΘΟΔΟ;;;;;
8332;B312219;ΕΛΕΓΧΟΣ ΨΥΧΡΟΣΥΓΚΟΛΛΗΝΤΙΝΩΝ;;;;;
8333;B312221;ΤΙΤΛΟΠΟΙΗΣΗ ΨΥΧΡΟΣΥΓΚΟΛΛΗΤΙΝΩΝ ;;;;;
8334;B312227;ΑΙΜΟΛΥΤΙΚΟΣ  ΤΙΤΛΟΣ  ΠΑΡΑΓΟΝΤΩΝ ΣΥΜΠΛΗΡΩΜΑΤΟΣ  (ΑΝΑ ΠΑΡΑΓΟΝΤΑ);;;;;
8335;B312229;ΑΝΑΣΟΧΗΜΙΚΟΣ ΤΙΤΛΟΣ ΠΑΡΑΓΟΝΤΩΝ ΣΥΜΠΛΗΡΩΜΑΤΟΣ (ΑΝΑ ΠΑΡΑΓΟΝΤΑ);;;;;
8336;B312231;ΑΙΜΟΛΥΤΙΚΟΣ ΤΙΤΛΟΣ ΕΝΑΛΛΑΚΤΙΚΗΣ ΟΔΟΥ ΣΥΜΠΛΗΡΩΜΑΤΟΣ;;;;;
8337;B312249;ΑΝΕΝΕΡΓΟΣ;;;;;
8338;B312277;ΑΝΕΝΕΡΓΟΣ;;;;;
8339;B312307;ΑΝΤΙ-CCP ΑΝΤΙΣΩΜΑΤΑ (CYCLIC CITROULLINATED PEPTIDE);;;;;
8340;B312337;ΑΝΕΝΕΡΓΟΣ;;;;;
8341;B312357;ΑΝΤΙΣΩΜΑ ΔΕΟΞΥΡΙΒΟΝΟΥΚΛΕΙΚΟΥ ΟΞΕΟΣ (DNA), ΕΝΔΟΓΕΝΕΣ Ή ΔΙΚΛΩΝΟ (DSDNA) ;;;;;
8342;B312359;ΑΝΤΙΣΩΜΑ ΔΕΟΞΥΡΙΒΟΝΟΥΚΛΕΙΚΟΥ ΟΞΕΟΣ (DNA), ΜΟΝΟΚΛΩΝΟ (SSDNA);;;;;
8343;B312377;ΠΡΟΣΔΙΟΡΙΣΜΟΣ ENAS (ΑΝΑ ΑΥΤΟΑΝΤΙΣΩΜΑ);;;;;
8344;B312393;ΑΝΕΝΕΡΓΟΣ;;;;;
8345;B312417;ΦΘΟΡΙΖΟΝ ΑΝΤΙΣΩΜΑ ΜΗ ΜΟΛΥΣΜΑΤΙΚΟΥ ΠΑΡΑΓΟΝΤΑ, ΕΛΕΓΧΟΣ ΔΙΑΛΟΓΗΣ, ΕΚΑΣΤΟ ΑΝΤΙΣΩΜΑ;;;;;
8346;B312419;ΦΘΟΡΙΖΟΝ ΑΝΤΙΣΩΜΑ ΜΗ ΜΟΛΥΣΜΑΤΙΚΟΥ ΠΑΡΑΓΟΝΤΑ,ΤΙΤΛΟΣ, ΕΚΑΣΤΟ ΑΝΤΙΣΩΜΑ;;;;;
8347;B312461;ΑΥΞΗΤΙΚΗ ΟΡΜΟΝΗ, ΑΝΘΡΩΠΙΝΗ (HGH), ΑΝΤΙΣΩΜΑ;;;;;
8348;B312467;ΔΟΚΙΜΑΣΙΑ ΑΝΑΣΤΟΛΗΣ ΑΙΜΟΣΥΚΟΛΛΗΤΙΝΗΣ (ΗΑΙ);;;;;
8349;B312495;ΑΝΟΣΟΠΡΟΣΔΙΟΡΙΣΜΟΣ ΓΙΑ ΑΝΤΙΓΟΝΟ ΟΓΚΟΥ, ΠΟΙΟΤΙΚΗ Η ΗΜΙΠΟΣΟΤΙΚΗ (ΠΧ ΚΑΡΚΙΝΟΥ ΟΥΡΟΔΟΧΟΥ ΚΥΣΤΗΣ ΣΤΑ ΟΥΡΑ);;;;;
8350;B312507;ΗΛΕΚΤΡΟΦΟΡΗΣΗ ΟΥΡΩΝ ΜΕΤΑ ΑΠΟ ΣΥΜΠΥΚΝΩΣΗ;;;;;
8351;B312509;ΚΑΡΚΙΝΙΚΟ ΑΝΤΙΓΟΝΟ CA 19-9;;;;;
8352;B312515;ΚΑΡΚΙΝΙΚΟ ΑΝΤΙΓΟΝΟ CA 125;;;;;
8353;B312523;ΕΤΕΡΟΦΙΛΙΚΑ ΑΝΤΙΣΩΜΑΤΑ, ΔΟΚΙΜΑΣΙΑ ΔΙΑΛΟΓΗΣ (SCREENING);;;;;
8354;B312525;ΕΤΕΡΟΦΙΛΙΚΑ ΑΝΤΙΣΩΜΑΤΑ, ΤΙΤΛΟΣ;;;;;
8355;B312527;ΕΤΕΡΟΦΙΛΙΚΑ ΑΝΤΙΣΩΜΑΤΑ, ΤΙΤΛΟΙ ΜΕΤΑ ΑΠΟ ΑΠΟΡΡΟΦΗΣΗ ΜΕ ΚΥΤΤΑΡΑ ΒΟΟΕΙΔΟΥΣ ΚΑΙ ΝΕΦΡΑ ΙΝΔΙΚΟΥ ΧΟΙΡΙΔΙΟΥ;;;;;
8356;B312539;ΑΝΟΣΟΠΡΟΣΔΙΟΡΙΣΜΟΣ ΓΙΑ ΑΝΤΙΓΟΝΟ ΟΓΚΟΥ. ΈΚΑΣΤΟ.(ΚΑΡΚΙΝΙΚΟΙ ΔΕΙΚΤΕΣ);;;;;
8357;B312541;ΑΝΟΣΟΠΡΟΣΔΙΟΡΙΣΜΟΣ ΓΙΑ ΑΝΤΙΣΩΜΑ ΜΟΛΥΣΜΑΤΙΚΟΥ ΠΑΡΑΓΟΝΤΑ, ΠΟΣΟΤΙΚΗ, ΠΟΥ ΔΕΝ ΕΧΕΙ ΠΡΟΣΔΙΟΡΙΣΤΕΙ ΔΙΑΦΟΡΕΤΙΚΑ;;;;;
8358;B312543;ΑΝΟΣΟΠΡΟΣΔΙΟΡΙΣΜΟΣ ΓΙΑ ΑΝΤΙΣΩΜΑ ΜΟΛΥΣΜΑΤΙΚΟΥ ΠΑΡΑΓΟΝΤΑ, ΠΟΙΟΤΙΚΗ Ή ΗΜΙΠΟΣΟΤΙΚΗ, ΜΕΘΟΔΟΣ ΜΟΝΟΥ ΣΤΑΔΙΟΥ (Π.Χ. ΤΑΙΝΙΑ ΧΗΜΙΚΗΣ ΑΝΤΙΔΡΑΣΗΣ);;;;;
8359;B312547;ΑΝΕΝΕΡΓΟΣ;;;;;
8360;B312557;ΑΝΟΣΟΚΑΘΗΛΩΣΗ ΕΝΥ ΜΕΤΑ ΑΠΟ ΣΥΜΠΥΚΝΩΣΗ;;;;;
8361;B312561;ΗΛΕΚΤΡΟΦΟΡΗΣΗ ΠΡΩΤΕΪΝΩΝ ΒΙΟΛΟΓΙΚΩΝ ΥΓΡΩΝ ΣΕ ΔΥΟ ΚΑΤΕΥΘΥΝΣΕΙΣ;;;;;
8362;B312565;ΑΝΟΣΟΔΙΑΧΥΣΗ, ΠΟΥ ΔΕΝ ΕΧΕΙ ΠΡΟΣΔΙΟΡΙΣΤΕΙ ΑΛΛΟΥ;;;;;
8363;B312569;ΑΝΟΣΟΔΙΑΧΥΣΗ, ΔΙΑΧΥΣΗ ΣΕ ΓΕΛΗ, ΠΟΙΟΤΙΚΗ (ΜΕΘΟΔΟΣ OUCHTERLONY), ΚΑΘΕ ΑΝΤΙΓΟΝΟ Ή ΑΝΤΙΣΩΜΑ;;;;;
8364;B312571;ΑΝΟΣΟΣΥΜΠΛΕΓΜΑΤΑ ΟΡΟΥ (ΔΕΣΜΕΥΣΗ C1Q);;;;;
8365;B312575;ΑΝΟΣΟΚΑΘΗΛΩΣΗ ΟΡΟΥ;;;;;
8366;B312577;ΑΝΟΣΟΚΑΘΗΛΩΣΗ ΟΥΡΩΝ ΜΕΤΑ ΑΠΟ ΣΥΜΠΥΚΝΩΣΗ;;;;;
8367;B312579;1. ΙΝΧΙΜΠΙΝΗ Α (ΙΝΗ-Α) / 2. ΑΝΑΣΤΑΛΤΙΝΗ Α & Β;;;;;
8368;B312581;1. ΑΝΤΙΣΩΜΑΤΑ ΙΝΣΟΥΛΙΝΗΣ (AΙΑ) / 2. ΑΝΤΙΣΩΜΑΤΑ ΕΝΑΝΤΙ ΕΝΔΟΓΕΝΟΥΣ ΙΝΣΟΥΛΙΝΗΣ (IAA);;;;;
8369;B312587;ΑΝΤΙΣΩΜΑΤΑ ΕΝΑΝΤΙ ΕΝΔΟΓΕΝΟΥΣ ΠΑΡΑΓΟΝΤΑ;;;;;
8370;B312589;1. ΑΝΤΙΣΩΜΑ ΕΝΑΝΤΙ ΠΑΓΚΡΕΑΤΙΚΩΝ ΝΗΣΙΔΙΩΝ - ΑΝΤΙΝΗΣΙΔΙΑΚΑ ΑΝΤΙΣΩΜΑΤΑ / 2.  ΑΝΤΙΣΩΜΑΤΑ ΕΝΑΝΤΙ ΝΗΣΙΔΙΩΝ ΠΑΓΚΡΕΑΤΟΣ (ICA);;;;;
8371;B312593;ΔΟΚΙΜΑΣΙΑ ΑΠΕΛΕΥΘΕΡΩΣΗΣ ΙΣΤΑΜΙΝΗΣ ΑΠΟ ΛΕΥΚΟΚΥΤΤΑΡΑ (LHR);;;;;
8372;B312595;ΦΑΓΟΚΥΤΤΑΡΩΣΗ, ΕΛΕΓΧΟΣ ΜΕ ΔΟΚΙΜΑΣΙΑ ΑΝΑΓΩΓΗΣ ΤΟΥ ΤΕΤΡΑΖΟΛΙΟΥ (NBT-TEST);;;;;
8373;B312613;IN VITRO ΕΝΕΡΓΟΠΟΙΗΣΗ ΛΕΜΦΟΚΥΤΤΑΡΩΝ IN VITRO ΜΕ ΠΟΛΥΚΛΩΝΙΚΟΥΣ ΕΝΕΡΓΟΠΟΙΗΤΕΣ;;;;;
8374;B312617;ΑΝΕΝΕΡΓΟΣ;;;;;
8375;B312619;ΑΝΕΝΕΡΓΟΣ;;;;;
8376;B312621;ΑΝΕΝΕΡΓΟΣ;;;;;
8377;B312625;ΑΝΕΝΕΡΓΟΣ;;;;;
8378;B312627;ΑΝΕΝΕΡΓΟΣ;;;;;
8379;B312629;ΑΝΕΝΕΡΓΟΣ;;;;;
8380;B312641;ΠΡΟΓΟΝΙΚΑ ΑΙΜΟΠΟΙΗΤΙΚΑ ΚΥΤΤΑΡΑ CD34 (STEM CELLS) (ΑΝΑ ΜΟΝΟΚΛΩΝΙΚΟ);;;;;
8381;B312659;ΘΥΡΟΕΙΔΙΚΑ ΑΥΤΟΑΝΤΙΣΩΜΑΤΑ ΚΑΤΑ ΤΟΥ ΜΙΚΡΟΣΩΜΙΑΚΟΥ ΑΝΤΙΓΟΝΟΥ ;;;;;
8382;B312663;ΑΝΕΝΕΡΓΟΣ;;;;;
8383;B312671;ΔΟΚΙΜΑΣΙΑ ΟΥΔΕΤΕΡΟΠΟΙΗΣΗΣ, ΙΪΚΗ;;;;;
8384;B312675;ΑΝΕΝΕΡΓΟΣ;;;;;
8385;B312713;ΣΥΓΚΟΛΛΗΣΗ ΣΩΜΑΤΙΔΙΩΝ, ΕΛΕΓΧΟΣ ΔΙΑΛΟΓΗΣ, ΚΑΘΕ ΑΝΤΙΣΩΜΑ;;;;;
8386;B312719;ΣΥΓΚΟΛΛΗΣΗ ΣΩΜΑΤΙΔΙΩΝ,ΤΙΤΛΟΣ, ΚΑΘΕ ΑΝΤΙΣΩΜΑ;;;;;
8387;B312767;ΡΕΥΜΑΤΟΕΙΔΗΣ ΠΑΡΑΓΟΝΤΑΣ, ΠΟΙΟΤΙΚΗ;;;;;
8388;B312769;ΡΕΥΜΑΤΟΕΙΔΗΣ ΠΑΡΑΓΟΝΤΑΣ, ΠΟΣΟΤΙΚΗ ΜΕΤΡΗΣΗ, IGM, IGG, IGA;;;;;
8389;B312867;ΔΟΚΙΜΑΣΙΕΣ ΑΠΕΛΕΥΘΕΡΩΣΗΣ ΤΗΣ INTERFERON GAMMA (IFN- Γ) (IGRAS) ΓΙΑ ΤΗΝ ΔΙΑΓΝΩΣΗ ΤΗΣ ΦΥΜΑΤΙΩΣΗΣ ;;;;;
8390;B312877;ΔΕΡΜΑΤΙΚΗ ΔΟΚΙΜΑΣΙΑ ΓΙΑ CANDIDA;;;;;
8391;B312879;ΔΕΡΜΑΤΙΚΗ ΔΟΚΙΜΑΣΙΑ, ΜΗ ΚΑΤΑΓΕΓΡΑΜΕΝΟ ΑΝΤΙΓΟΝΟ, ΕΚΑΣΤΟ;;;;;
8392;B312887;ΔΕΡΜΑΤΙΚΗ ΔΟΚΙΜΑΣΙΑ ΓΙΑ ΔΙΑΓΝΩΣΗ ΚΟΚΚΙΔΙΟΕΙΔΟΜΥΚΗΤΙΑΣΗΣ;;;;;
8393;B312927;ΔΕΡΜΑΤΙΚΗ ΔΟΚΙΜΑΣΙΑ ΓΙΑ ΔΙΑΓΝΩΣΗ ΙΣΤΟΠΛΑΣΜΩΣΗΣ;;;;;
8394;B313067;ΔΕΡΜΑΤΙΚΗ ΔΟΚΙΜΑΣΙΑ ΓΙΑ ΔΙΑΓΝΩΣΗ ΦΥΜΑΤΙΩΣΗΣ (MANTOUX);;;;;
8395;B313087;ΤΙΤΛΟΣ ΑΝΤΙΣΤΡΕΠΤΟΚΙΝΑΣΗΣ ;;;;;
8396;B313091;ΔΟΚΙΜΑΣΙΑ ΣΥΦΙΛΗΣ, ΜΗ ΤΡΕΠΟΝΙΜΙΚΗ (Π.Χ. VDRL, PRP, ART);;;;;
8397;B313093;ΔΟΚΙΜΑΣΙΑ ΣΥΦΙΛΗΣ, ΤΡΕΠΟΝΙΜΙΚΗ ΟΛΙΚΑ ΑΝΤΙΣΩΜΑΤΑ ;;;;;
8398;B313111;ΠΡΟΣΔΙΟΡΙΣΜΟΣ ΑΝΤΙΣΩΜAΤΩΝ ΚΑΤΑ ΑΚΤΙΝΟΜΥΚΗΤΩΝ;;;;;
8399;B313113;ΠΡΟΣΔΙΟΡΙΣΜΟΣ ΕΙΔΙΚΩΝ - IgG ΑΝΤΙΣΩΜAΤΩΝ ΚΑΤΑ ΑΔΕΝΟΙΩΝ ;;;;;
8400;B313119;ΠΡΟΣΔΙΟΡΙΣΜΟΣ ΕΙΔΙΚΩΝ IgG ΑΝΤΙΣΩΜAΤΩΝ ΚΑΤΑ ΑΣΠΕΡΓΙΛΛΟΥ;;;;;
8401;B313125;ΠΡΟΣΔΙΟΡΙΣΜΟΣ ΕΙΔΙΚΩΝ IgG  ΑΝΤΙΣΩΜAΤΩΝ ΚΑΤΑ ΒΑΚΤΗΡΙΟY, ΠΟΥ ΔΕΝ ΕΧΕΙ ΠΡΟΣΔΙΟΡΙΣΤΕΙ ΑΛΛΟΥ;;;;;
8402;B313129;ΠΡΟΣΔΙΟΡΙΣΜΟΣ ΕΙΔΙΚΩΝ IgG ΑΝΤΙΣΩΜAΤΩΝ ΚΑΤΑ BARTONELLA HENSELAE;;;;;
8403;B313131;ΠΡΟΣΔΙΟΡΙΣΜΟΣ ΑΝΤΙΣΩΜAΤΩΝ ΚΑΤΑ ΒΛΑΣΤΟΜΥΚΗΤΩΝ;;;;;
8404;B313137;ΠΡΟΣΔΙΟΡΙΣΜΟΣ ΕΙΔΙΚΩΝ IgG ΑΝΤΙΣΩΜAΤΩΝ ΚΑΤΑ BORDETELLA PERTUSSIS ;;;;;
8405;B313141;ΠΡΟΣΔΙΟΡΙΣΜΟΣ ΕΙΔΙΚΩΝ IgG ΑΝΤΙΣΩΜΑΤΩΝ ΚΑΤΑ BORRELIA BURGDORFERΙ (ΝΟΣΟΣ LYME) -ΕΠΙΒΕΒΑΙΩΤΙΚΗ ΜΕΘΟΔΟΣ ΑΝΟΣΟΣΤΥΠΩΣΗΣ (WESTERN BLOT)          ;;;;;
8406;B313143;ΠΡΟΣΔΙΟΡΙΣΜΟΣ ΕΙΔΙΚΩΝ  IgG ΑΝΤΙΣΩΜAΤΩΝ ΚΑΤΑ  BORRELIA BURGDORFERI (ΝΟΣΟΣ LYME);;;;;
8407;B313145;ΠΡΟΣΔΙΟΡΙΣΜΟΣΕΙΔΙΚΩΝ IgG ΑΝΤΙΣΩΜAΤΩΝ ΚΑΤΑ  BORRELIA RECURRENTIS (ΥΠΟΣΤΡΟΦΟΣ ΠΥΡΕΤΟΣ) ;;;;;
8408;B313151;ΠΡΟΣΔΙΟΡΙΣΜΟΣ ΟΛΙΚΩΝ ΑΝΤΙΣΩΜΑΤΩΝ ΚΑΤΆ ΒΡΟΥΚΕΛΛΑΣ ΜΕ ΣΥΓΚΟΛΛΗΤΙΝΑΝΤΊΔΡΑΣΗ (ANTIΔΡΑΣΗ WRIGHT)                                                              ;;;;;
8409;B313157;ΠΡΟΣΔΙΟΡΙΣΜΟΣ ΕΙΔΙΚΩΝ  IgG ΑΝΤΙΣΩΜAΤΩΝ ΚΑΤΑ  CAMPYLOBACTER ;;;;;
8410;B313163;ΠΡΟΣΔΙΟΡΙΣΜΟΣ ΑΝΤΙΣΩΜAΤΩΝ ΚΑΤΑ  CANDIDA ;;;;;
8411;B313169;ΠΡΟΣΔΙΟΡΙΣΜΟΣ ΕΙΔΙΚΩΝ IgG ΑΝΤΙΣΩΜΑΤΩΝ ΚΑΤA CHLAMYDIA TRACHOMATIS, CHLAMYDΟPHILA PNEUMONIAE, CHLAMYDIA PSITTACI ;;;;;
8412;B313171;ΠΡΟΣΔΙΟΡΙΣΜΟΣ ΕΙΔΙΚΩΝ IgM ΑΝΤΙΣΩΜΑΤΩΝ ΚΑΤA CHLAMYDIA TRACHOMATIS, CHLAMYDΟPHILA PNEUMONIAE, CHLAMYDIA PSITTACI ;;;;;
8413;B313177;ΠΡΟΣΔΙΟΡΙΣΜΟΣ ΟΛΙΚΩΝ ΕΙΔΙΚΩΝ ΑΝΤΙΣΩΜAΤΩΝ ΚΑΤΑ ΚΟΚΚΙΔΙΟΜΥΚΗΤΑ  ;;;;;
8414;B313183;ΠΡΟΣΔΙΟΡΙΣΜΟΣ IgG ΑΝΤΙΣΩΜΑΤΩΝ ΚΑΤA ΑΝΤΙΓΟΝΩΝ COXIELLA BURNETII ΦΑΣΕΩΣ Ι                                        ;;;;;
8415;B313189;ΠΡΟΣΔΙΟΡΙΣΜΟΣ ΟΛΙΚΩΝ ΕΙΔΙΚΩΝ ΑΝΤΙΣΩΜAΤΩΝ ΚΑΤΑ ΚΡΥΠΤΟΚΟΚΚΟΥ;;;;;
8416;B313195;ΠΡΟΣΔΙΟΡΙΣΜΟΣ ΕΙΔΙΚΩΝ IgM ΑΝΤΙΣΩΜΑΤΩΝ ΚΑΤA TOY ΚΥΤΤΑΡΟΜΕΓΑΛΟΪΟΥ ΤΟΥ ΑΝΘΡΩΠΟΥ (CMV IgM)   ;;;;;
